scientificName	scientificNameID	count	scientificNameMatch	url	status	scientificNameaccepted	rank	kingdom	class	family	isMarine	isBrackish	isFreshwater	isTerrestrial	isExtinct
Strombidium caudispina		82													
Strombidium guangdongense		3													
Strombidium paracapitatum		86													
Strombidium sp.		56													
Strombidium triquetrum	urn:lsid:marinespecies.org:taxname:101338	99	Strombidium triquetrum	https://marinespecies.org/aphia.php?p=taxdetails&id=101338	accepted	Strombidium triquetrum	Species	Chromista	Oligotrichea	Strombidiidae	1	0	0	0	
Strombus labiatus	urn:lsid:marinespecies.org:taxname:215368	27	Strombus labiatus	https://marinespecies.org/aphia.php?p=taxdetails&id=215368	unaccepted	Canarium labiatum	Species	Animalia	Gastropoda	Strombidae	1				
Strongylacidon bermudae		4													
Strumigenys emmae		1													
Styela	urn:lsid:marinespecies.org:taxname:103543	284	Styela	https://marinespecies.org/aphia.php?p=taxdetails&id=103543	accepted	Styela	Genus	Animalia	Ascidiacea	Styelidae	1		0	0	
Styela clava	urn:lsid:marinespecies.org:taxname:103929	1	Styela clava	https://marinespecies.org/aphia.php?p=taxdetails&id=103929	accepted	Styela clava	Species	Animalia	Ascidiacea	Styelidae	1		0	0	
Styela plicata	urn:lsid:marinespecies.org:taxname:103936	4	Styela plicata	https://marinespecies.org/aphia.php?p=taxdetails&id=103936	accepted	Styela plicata	Species	Animalia	Ascidiacea	Styelidae	1		0	0	
Styelidae	urn:lsid:marinespecies.org:taxname:103450	54	Styelidae	https://marinespecies.org/aphia.php?p=taxdetails&id=103450	accepted	Styelidae	Family	Animalia	Ascidiacea	Styelidae	1		0	0	
Stygamoeba regulata	urn:lsid:marinespecies.org:taxname:120587	3	Stygamoeba regulata	https://marinespecies.org/aphia.php?p=taxdetails&id=120587	accepted	Stygamoeba regulata	Species	Protozoa	Discosea	Stygamoebida incertae sedis	1				
Styliferina goniochila	urn:lsid:marinespecies.org:taxname:566561	7	Styliferina goniochila	https://marinespecies.org/aphia.php?p=taxdetails&id=566561	accepted	Styliferina goniochila	Species	Animalia	Gastropoda	Litiopidae	1	0	0	0	0
Stylocheilus	urn:lsid:marinespecies.org:taxname:203969	39	Stylocheilus	https://marinespecies.org/aphia.php?p=taxdetails&id=203969	accepted	Stylocheilus	Genus	Animalia	Gastropoda	Aplysiidae	1	0	0	0	
Stylocheilus longicauda	urn:lsid:marinespecies.org:taxname:217246	1	Stylocheilus longicauda	https://marinespecies.org/aphia.php?p=taxdetails&id=217246	accepted	Stylocheilus longicauda	Species	Animalia	Gastropoda	Aplysiidae	1	0	0	0	0
Stylocheilus striatus	urn:lsid:marinespecies.org:taxname:224662	3	Stylocheilus striatus	https://marinespecies.org/aphia.php?p=taxdetails&id=224662	accepted	Stylocheilus striatus	Species	Animalia	Gastropoda	Aplysiidae	1				
Stylonema alsidii	urn:lsid:marinespecies.org:taxname:145688	1	Stylonema alsidii	https://marinespecies.org/aphia.php?p=taxdetails&id=145688	accepted	Stylonema alsidii	Species	Plantae	Stylonematophyceae	Stylonemataceae	1				
Stylonemataceae	urn:lsid:marinespecies.org:taxname:368890	13	Stylonemataceae	https://marinespecies.org/aphia.php?p=taxdetails&id=368890	accepted	Stylonemataceae	Family	Plantae	Stylonematophyceae	Stylonemataceae	1		1	1	
Stylophora pistillata	urn:lsid:marinespecies.org:taxname:206982	5	Stylophora pistillata	https://marinespecies.org/aphia.php?p=taxdetails&id=206982	accepted	Stylophora pistillata	Species	Animalia	Hexacorallia	Pocilloporidae	1		0	0	
Suberites diversicolor	urn:lsid:marinespecies.org:taxname:423967	5	Suberites diversicolor	https://marinespecies.org/aphia.php?p=taxdetails&id=423967	accepted	Suberites diversicolor	Species	Animalia	Demospongiae	Suberitidae	1	1		0	
Suberites sp.		25													
Suberitida	urn:lsid:marinespecies.org:taxname:845509	16	Suberitida	https://marinespecies.org/aphia.php?p=taxdetails&id=845509	accepted	Suberitida	Order	Animalia	Demospongiae		1	0	0	0	0
Subeucalanus	urn:lsid:marinespecies.org:taxname:104173	5	Subeucalanus	https://marinespecies.org/aphia.php?p=taxdetails&id=104173	accepted	Subeucalanus	Genus	Animalia	Copepoda	Eucalanidae	1	0	0	0	
Subeucalanus crassus	urn:lsid:marinespecies.org:taxname:104544	6	Subeucalanus crassus	https://marinespecies.org/aphia.php?p=taxdetails&id=104544	accepted	Subeucalanus crassus	Species	Animalia	Copepoda	Eucalanidae	1	0	0	0	
Subeucalanus pileatus	urn:lsid:marinespecies.org:taxname:104547	140	Subeucalanus pileatus	https://marinespecies.org/aphia.php?p=taxdetails&id=104547	accepted	Subeucalanus pileatus	Species	Animalia	Copepoda	Eucalanidae	1	0	0	0	
Subeucalanus subcrassus	urn:lsid:marinespecies.org:taxname:104548	3	Subeucalanus subcrassus	https://marinespecies.org/aphia.php?p=taxdetails&id=104548	accepted	Subeucalanus subcrassus	Species	Animalia	Copepoda	Eucalanidae	1	0	0	0	
Subulatomonas-lineage X sp.		22													
Suctoria	urn:lsid:marinespecies.org:taxname:162681	24	Suctoria	https://marinespecies.org/aphia.php?p=taxdetails&id=162681	accepted	Suctoria	Subclass	Chromista	Phyllopharyngea		1	1	1	1	
Suctoria XX sp.		29													
Suessiaceae	urn:lsid:marinespecies.org:taxname:231813	353	Suessiaceae	https://marinespecies.org/aphia.php?p=taxdetails&id=231813	accepted	Suessiaceae	Family	Chromista	Dinophyceae	Suessiaceae	1		1		
Suessiaceae X sp.		104													
Suessiales	urn:lsid:marinespecies.org:taxname:109399	49	Suessiales	https://marinespecies.org/aphia.php?p=taxdetails&id=109399	accepted	Suessiales	Order	Chromista	Dinophyceae		1	1	1		
Suidasia nesbitti	urn:lsid:marinespecies.org:taxname:1647538	7	Suidasia nesbitti	https://marinespecies.org/aphia.php?p=taxdetails&id=1647538	accepted	Suidasia nesbitti	Species	Animalia	Arachnida	Suidasiidae	0	0		1	0
Sulculeolaria quadrivalvis	urn:lsid:marinespecies.org:taxname:135447	213	Sulculeolaria quadrivalvis	https://marinespecies.org/aphia.php?p=taxdetails&id=135447	accepted	Sulculeolaria quadrivalvis	Species	Animalia	Hydrozoa	Diphyidae	1	0	0	0	0
Surirella sp.		6													
Sus scrofa	urn:lsid:marinespecies.org:taxname:1469456	12	Sus scrofa	https://marinespecies.org/aphia.php?p=taxdetails&id=1469456	accepted	Sus scrofa	Species	Animalia	Mammalia	Suidae	0	0	0	1	
Syllidae	urn:lsid:marinespecies.org:taxname:948	59	Syllidae	https://marinespecies.org/aphia.php?p=taxdetails&id=948	accepted	Syllidae	Family	Animalia	Polychaeta	Syllidae	1	0	0	0	0
Syllis	urn:lsid:marinespecies.org:taxname:129680	18	Syllis	https://marinespecies.org/aphia.php?p=taxdetails&id=129680	accepted	Syllis	Genus	Animalia	Polychaeta	Syllidae	1	0	0	0	0
Syllis gracilis	urn:lsid:marinespecies.org:taxname:131435	61	Syllis gracilis	https://marinespecies.org/aphia.php?p=taxdetails&id=131435	accepted	Syllis gracilis	Species	Animalia	Polychaeta	Syllidae	1	0	0	0	0
Syllis hyalina	urn:lsid:marinespecies.org:taxname:131436	3	Syllis hyalina	https://marinespecies.org/aphia.php?p=taxdetails&id=131436	accepted	Syllis hyalina	Species	Animalia	Polychaeta	Syllidae	1	0	0	0	0
Syllis malaquini	urn:lsid:marinespecies.org:taxname:1432871	9	Syllis malaquini	https://marinespecies.org/aphia.php?p=taxdetails&id=1432871	accepted	Syllis malaquini	Species	Animalia	Polychaeta	Syllidae	1	0	0	0	0
Syllis ypsiloides	urn:lsid:marinespecies.org:taxname:762353	2	Syllis ypsiloides	https://marinespecies.org/aphia.php?p=taxdetails&id=762353	accepted	Syllis ypsiloides	Species	Animalia	Polychaeta	Syllidae	1	0	0	0	0
Symbiodiniaceae	urn:lsid:marinespecies.org:taxname:109445	220	Symbiodiniaceae	https://marinespecies.org/aphia.php?p=taxdetails&id=109445	accepted	Symbiodiniaceae	Family	Chromista	Dinophyceae	Symbiodiniaceae	1		1		
Symbiodinium sp.		68													
Symplegma	urn:lsid:marinespecies.org:taxname:206885	466	Symplegma	https://marinespecies.org/aphia.php?p=taxdetails&id=206885	accepted	Symplegma	Genus	Animalia	Ascidiacea	Styelidae	1		0	0	
Symplegma brakenhielmi	urn:lsid:marinespecies.org:taxname:251435	19	Symplegma brakenhielmi	https://marinespecies.org/aphia.php?p=taxdetails&id=251435	accepted	Symplegma brakenhielmi	Species	Animalia	Ascidiacea	Styelidae	1		0	0	
Synalpheus streptodactylus	urn:lsid:marinespecies.org:taxname:210473	9	Synalpheus streptodactylus	https://marinespecies.org/aphia.php?p=taxdetails&id=210473	accepted	Synalpheus streptodactylus	Species	Animalia	Malacostraca	Alpheidae	1	0	0	0	0
Syncephalastrum monosporum		7													
Syncephalastrum racemosum		3													
Synchaetomella acerina		6													
Syndiniales	urn:lsid:marinespecies.org:taxname:146213	19	Syndiniales	https://marinespecies.org/aphia.php?p=taxdetails&id=146213	accepted	Syndiniales	Order	Chromista	Dinophyceae		1	1			
Syndinium	urn:lsid:marinespecies.org:taxname:562667	1	Syndinium	https://marinespecies.org/aphia.php?p=taxdetails&id=562667	accepted	Syndinium	Genus	Chromista	Dinophyceae	Syndiniaceae	1	0	0	0	
Syndinium sp.		65													
Synechococcus CC9902 sp.		15													
Synmerosyllis sp.		14													
Synophrya sp.		17													
Syracosphaerales XX sp.		61													
Syringolaimus	urn:lsid:marinespecies.org:taxname:2526	38	Syringolaimus	https://marinespecies.org/aphia.php?p=taxdetails&id=2526	accepted	Syringolaimus	Genus	Animalia	Enoplea	Rhabdolaimidae	1	1	0	0	0
Syringolaimus sp.		173													
Syssomonas multiformis		1													
TAGIRI1-lineage X sp.		363													
TIN 02		80													
TSAR		1815													
Taifanglania sp.		16													
Takayama pulchella	urn:lsid:marinespecies.org:taxname:233084	5	Takayama pulchella	https://marinespecies.org/aphia.php?p=taxdetails&id=233084	accepted	Takayama pulchella	Species	Chromista	Dinophyceae	Brachidiniaceae	1				
Talaromyces	urn:lsid:marinespecies.org:taxname:100133	10	Talaromyces	https://marinespecies.org/aphia.php?p=taxdetails&id=100133	accepted	Talaromyces	Genus	Fungi	Eurotiomycetes	Trichocomaceae	1				
Talaromyces rugulosus		47													
Talaroneis posidoniae	urn:lsid:marinespecies.org:taxname:396115	6	Talaroneis posidoniae	https://marinespecies.org/aphia.php?p=taxdetails&id=396115	unassessed	Talaroneis posidoniae	Species	Chromista	Bacillariophyceae	Plagiogrammaceae	1			0	0
Taphrinomycetes	urn:lsid:marinespecies.org:taxname:988621	8	Taphrinomycetes	https://marinespecies.org/aphia.php?p=taxdetails&id=988621	accepted	Taphrinomycetes	Class	Fungi	Taphrinomycetes					1	
Tayuva lilacina	urn:lsid:marinespecies.org:taxname:578710	1	Tayuva lilacina	https://marinespecies.org/aphia.php?p=taxdetails&id=578710	accepted	Tayuva lilacina	Species	Animalia	Gastropoda	Discodorididae	1		0	0	
Technomyrmex albipes		18													
Tedania	urn:lsid:marinespecies.org:taxname:131974	55	Tedania	https://marinespecies.org/aphia.php?p=taxdetails&id=131974	alternative representation	Tedania (Tedania)	Genus	Animalia	Demospongiae	Tedaniidae	1	0	0	0	0
Tedania ignis	urn:lsid:marinespecies.org:taxname:404078	121	Tedania ignis	https://marinespecies.org/aphia.php?p=taxdetails&id=404078	alternative representation	Tedania (Tedania) ignis	Species	Animalia	Demospongiae	Tedaniidae	1	0	0	0	0
Tedania tubulifera	urn:lsid:marinespecies.org:taxname:194299	73	Tedania tubulifera	https://marinespecies.org/aphia.php?p=taxdetails&id=194299	alternative representation	Tedania (Tedania) tubulifera	Species	Animalia	Demospongiae	Tedaniidae	1	0	0	0	0
Teleaulax	urn:lsid:marinespecies.org:taxname:106285	45	Teleaulax	https://marinespecies.org/aphia.php?p=taxdetails&id=106285	accepted	Teleaulax	Genus	Chromista	Cryptophyceae	Geminigeraceae	1				
Teleaulax acuta	urn:lsid:marinespecies.org:taxname:106305	44	Teleaulax acuta	https://marinespecies.org/aphia.php?p=taxdetails&id=106305	accepted	Teleaulax acuta	Species	Chromista	Cryptophyceae	Geminigeraceae	1				
Teleaulax amphioxeia	urn:lsid:marinespecies.org:taxname:106306	103	Teleaulax amphioxeia	https://marinespecies.org/aphia.php?p=taxdetails&id=106306	accepted	Teleaulax amphioxeia	Species	Chromista	Cryptophyceae	Geminigeraceae	1				
Teleaulax gracilis	urn:lsid:marinespecies.org:taxname:837624	71	Teleaulax gracilis	https://marinespecies.org/aphia.php?p=taxdetails&id=837624	accepted	Teleaulax gracilis	Species	Chromista	Cryptophyceae	Geminigeraceae	1				
Teleaulax sp.		93													
Teleostei	urn:lsid:marinespecies.org:taxname:293496	388	Teleostei	https://marinespecies.org/aphia.php?p=taxdetails&id=293496	accepted	Teleostei	Class	Animalia	Teleostei		1	1	1	0	
Tellinella virgata	urn:lsid:marinespecies.org:taxname:575774	1	Tellinella virgata	https://marinespecies.org/aphia.php?p=taxdetails&id=575774	accepted	Tellinella virgata	Species	Animalia	Bivalvia	Tellinidae	1				
Tellinidae	urn:lsid:marinespecies.org:taxname:235	5	Tellinidae	https://marinespecies.org/aphia.php?p=taxdetails&id=235	accepted	Tellinidae	Family	Animalia	Bivalvia	Tellinidae	1	1	0	0	0
Telonema-Group-1		25													
Telonemia-Group-1		50													
Telonemia-Group-1 X sp.		444													
Telonemia-Group-2		38													
Telonemia-Group-2 X sp.		746													
Temora	urn:lsid:marinespecies.org:taxname:104241	4	Temora	https://marinespecies.org/aphia.php?p=taxdetails&id=104241	accepted	Temora	Genus	Animalia	Copepoda	Temoridae	1	0	0	0	
Temora discaudata	urn:lsid:marinespecies.org:taxname:220898	16	Temora discaudata	https://marinespecies.org/aphia.php?p=taxdetails&id=220898	accepted	Temora discaudata	Species	Animalia	Copepoda	Temoridae	1	0	0	0	
Tenebrionidae	urn:lsid:marinespecies.org:taxname:150728	1	Tenebrionidae	https://marinespecies.org/aphia.php?p=taxdetails&id=150728	accepted	Tenebrionidae	Family	Animalia	Hexapoda	Tenebrionidae	1			1	
Tentaculata	urn:lsid:marinespecies.org:taxname:1249	9	Tentaculata	https://marinespecies.org/aphia.php?p=taxdetails&id=1249	accepted	Tentaculata	Class	Animalia	Tentaculata		1	1	0	0	
Tenualosa reevesii	urn:lsid:marinespecies.org:taxname:278570	32	Tenualosa reevesii	https://marinespecies.org/aphia.php?p=taxdetails&id=278570	accepted	Tenualosa reevesii	Species	Animalia	Teleostei	Dorosomatidae	1	1	1	0	
Tenuicylindrus belgicus		14													
Terapon jarbua	urn:lsid:marinespecies.org:taxname:218350	3	Terapon jarbua	https://marinespecies.org/aphia.php?p=taxdetails&id=218350	accepted	Terapon jarbua	Species	Animalia	Teleostei	Terapontidae	1	1	1	0	
Terebellida	urn:lsid:marinespecies.org:taxname:900	10	Terebellida	https://marinespecies.org/aphia.php?p=taxdetails&id=900	accepted	Terebellida	Order	Animalia	Polychaeta		1	0	0	0	0
Terebra	urn:lsid:marinespecies.org:taxname:160427	1	Terebra	https://marinespecies.org/aphia.php?p=taxdetails&id=160427	accepted	Terebra	Genus	Animalia	Gastropoda	Terebridae	1	0	0	0	0
Teredinidae	urn:lsid:marinespecies.org:taxname:253	5	Teredinidae	https://marinespecies.org/aphia.php?p=taxdetails&id=253	accepted	Teredinidae	Family	Animalia	Bivalvia	Teredinidae	1	1	1		
Terpios gelatinosus	urn:lsid:marinespecies.org:taxname:1041930	186	Terpios gelatinosus	https://marinespecies.org/aphia.php?p=taxdetails&id=1041930	accepted	Terpios gelatinosus	Species	Animalia	Demospongiae	Suberitidae	1	0	0	0	0
Tethya	urn:lsid:marinespecies.org:taxname:132077	2	Tethya	https://marinespecies.org/aphia.php?p=taxdetails&id=132077	accepted	Tethya	Genus	Animalia	Demospongiae	Tethyidae	1	0	0	0	0
Tetracladium	urn:lsid:marinespecies.org:taxname:100245	2	Tetracladium	https://marinespecies.org/aphia.php?p=taxdetails&id=100245	accepted	Tetracladium	Genus	Fungi	Leotiomycetes	Helotiales incertae sedis	1				
Tetrahymenida X sp.		5													
Tetramitia VI 1 sp.		1													
Tetramitia VI 4 sp.		10													
Tetramitia VI X		2													
Tetramitus	urn:lsid:marinespecies.org:taxname:120561	9	Tetramitus	https://marinespecies.org/aphia.php?p=taxdetails&id=120561	accepted	Tetramitus	Genus	Protozoa	Heterolobosea	Vahlkampfiidae	1		1		
Tetrapisispora blattae		14													
Tetraselmis	urn:lsid:marinespecies.org:taxname:134526	199	Tetraselmis	https://marinespecies.org/aphia.php?p=taxdetails&id=134526	accepted	Tetraselmis	Genus	Plantae	Chlorodendrophyceae	Chlorodendraceae	1	1	1		
Tetraselmis convolutae	urn:lsid:marinespecies.org:taxname:163747	43	Tetraselmis convolutae	https://marinespecies.org/aphia.php?p=taxdetails&id=163747	accepted	Tetraselmis convolutae	Species	Plantae	Chlorodendrophyceae	Chlorodendraceae	1				
Tetraselmis jejuensis		155													
Tetraselmis striata	urn:lsid:marinespecies.org:taxname:375951	101	Tetraselmis striata	https://marinespecies.org/aphia.php?p=taxdetails&id=375951	accepted	Tetraselmis striata	Species	Plantae	Chlorodendrophyceae	Chlorodendraceae	1	1		0	
Tetrastrum staurogeniaeforme		4													
Thalamita admete	urn:lsid:marinespecies.org:taxname:208849	1	Thalamita admete	https://marinespecies.org/aphia.php?p=taxdetails&id=208849	accepted	Thalamita admete	Species	Animalia	Malacostraca	Portunidae	1	0	0	0	0
Thalamita bouvieri	urn:lsid:marinespecies.org:taxname:208864	1	Thalamita bouvieri	https://marinespecies.org/aphia.php?p=taxdetails&id=208864	accepted	Thalamita bouvieri	Species	Animalia	Malacostraca	Portunidae	1	0	0	0	0
Thalamita chaptali	urn:lsid:marinespecies.org:taxname:208841	13	Thalamita chaptali	https://marinespecies.org/aphia.php?p=taxdetails&id=208841	misspelling - incorrect subsequent spelling	Thalamita chaptalii	Species	Animalia	Malacostraca	Portunidae	1	0	0	0	0
Thalamita gatavakensis	urn:lsid:marinespecies.org:taxname:208857	2	Thalamita gatavakensis	https://marinespecies.org/aphia.php?p=taxdetails&id=208857	accepted	Thalamita gatavakensis	Species	Animalia	Malacostraca	Portunidae	1	0	0	0	0
Thalamita integra	urn:lsid:marinespecies.org:taxname:208871	3	Thalamita integra	https://marinespecies.org/aphia.php?p=taxdetails&id=208871	accepted	Thalamita integra	Species	Animalia	Malacostraca	Portunidae	1	0	0	0	0
Thalamita mitsiensis	urn:lsid:marinespecies.org:taxname:208875	1	Thalamita mitsiensis	https://marinespecies.org/aphia.php?p=taxdetails&id=208875	accepted	Thalamita mitsiensis	Species	Animalia	Malacostraca	Portunidae	1	0	0	0	0
Thalamita stephensoni	urn:lsid:marinespecies.org:taxname:208880	5	Thalamita stephensoni	https://marinespecies.org/aphia.php?p=taxdetails&id=208880	accepted	Thalamita stephensoni	Species	Animalia	Malacostraca	Portunidae	1	0	0	0	0
Thalamitoides tridens	urn:lsid:marinespecies.org:taxname:208882	1	Thalamitoides tridens	https://marinespecies.org/aphia.php?p=taxdetails&id=208882	accepted	Thalamitoides tridens	Species	Animalia	Malacostraca	Portunidae	1	0	0	0	0
Thalassionema nitzschioides	urn:lsid:marinespecies.org:taxname:149093	27	Thalassionema nitzschioides	https://marinespecies.org/aphia.php?p=taxdetails&id=149093	accepted	Thalassionema nitzschioides	Species	Chromista	Bacillariophyceae	Thalassionemataceae	1		1	0	0
Thalassiosira	urn:lsid:marinespecies.org:taxname:148912	42	Thalassiosira	https://marinespecies.org/aphia.php?p=taxdetails&id=148912	accepted	Thalassiosira	Genus	Chromista	Bacillariophyceae	Thalassiosiraceae	1	1	1	0	0
Thalassiosira minima	urn:lsid:marinespecies.org:taxname:148925	17	Thalassiosira minima	https://marinespecies.org/aphia.php?p=taxdetails&id=148925	unassessed	Thalassiosira minima	Species	Chromista	Bacillariophyceae	Thalassiosiraceae	1	0	1	0	0
Thalassiosira tenera	urn:lsid:marinespecies.org:taxname:345550	8	Thalassiosira tenera	https://marinespecies.org/aphia.php?p=taxdetails&id=345550	unassessed	Thalassiosira tenera	Species	Chromista	Bacillariophyceae	Thalassiosiraceae	1	0	1	0	0
Thalassiosiraceae	urn:lsid:marinespecies.org:taxname:148904	76	Thalassiosiraceae	https://marinespecies.org/aphia.php?p=taxdetails&id=148904	accepted	Thalassiosiraceae	Family	Chromista	Bacillariophyceae	Thalassiosiraceae	1	1	1	0	0
Thalassiosirales	urn:lsid:marinespecies.org:taxname:148903	604	Thalassiosirales	https://marinespecies.org/aphia.php?p=taxdetails&id=148903	accepted	Thalassiosirales	Order	Chromista	Bacillariophyceae		1	1	1		
Thalassoma lunare	urn:lsid:marinespecies.org:taxname:212209	2	Thalassoma lunare	https://marinespecies.org/aphia.php?p=taxdetails&id=212209	accepted	Thalassoma lunare	Species	Animalia	Teleostei	Labridae	1	0	0	0	
Thalassomyxa sp.		4													
Thalassomyxa-lineage		10													
Thalia democratica	urn:lsid:marinespecies.org:taxname:137279	8	Thalia democratica	https://marinespecies.org/aphia.php?p=taxdetails&id=137279	accepted	Thalia democratica	Species	Animalia	Thaliacea	Salpidae	1		0	0	
Thalia longicauda	urn:lsid:marinespecies.org:taxname:266548	9	Thalia longicauda	https://marinespecies.org/aphia.php?p=taxdetails&id=266548	accepted	Thalia longicauda	Species	Animalia	Thaliacea	Salpidae	1		0	0	
Thaumatomastix sp.		33													
Thaumatomonadidae	urn:lsid:marinespecies.org:taxname:593700	2	Thaumatomonadidae	https://marinespecies.org/aphia.php?p=taxdetails&id=593700	accepted	Thaumatomonadidae	Family	Chromista	Imbricatea	Thaumatomonadidae	1		1		
Thelepus crispus	urn:lsid:marinespecies.org:taxname:332560	4	Thelepus crispus	https://marinespecies.org/aphia.php?p=taxdetails&id=332560	accepted	Thelepus crispus	Species	Animalia	Polychaeta	Terebellidae	1	0	0	0	0
Theonella	urn:lsid:marinespecies.org:taxname:171248	3	Theonella	https://marinespecies.org/aphia.php?p=taxdetails&id=171248	accepted	Theonella	Genus	Animalia	Demospongiae	Theonellidae	1	0	0	0	
Thermomyces lanuginosus		4													
Thiara amarula	urn:lsid:marinespecies.org:taxname:716183	15	Thiara amarula	https://marinespecies.org/aphia.php?p=taxdetails&id=716183	accepted	Thiara amarula	Species	Animalia	Gastropoda	Thiaridae	0	0	1	0	
Thiaridae	urn:lsid:marinespecies.org:taxname:196287	6	Thiaridae	https://marinespecies.org/aphia.php?p=taxdetails&id=196287	accepted	Thiaridae	Family	Animalia	Gastropoda	Thiaridae	0	1	1	0	
Thoracosphaeraceae	urn:lsid:marinespecies.org:taxname:109438	48	Thoracosphaeraceae	https://marinespecies.org/aphia.php?p=taxdetails&id=109438	accepted	Thoracosphaeraceae	Family	Chromista	Dinophyceae	Thoracosphaeraceae	1		1		
Thorea violacea	urn:lsid:marinespecies.org:taxname:614650	3	Thorea violacea	https://marinespecies.org/aphia.php?p=taxdetails&id=614650	accepted	Thorea violacea	Species	Plantae	Florideophyceae	Thoreaceae	0	0	1		
Thranita	urn:lsid:marinespecies.org:taxname:1467066	2	Thranita	https://marinespecies.org/aphia.php?p=taxdetails&id=1467066	junior subjective synonym	Thalamita	Genus	Animalia	Malacostraca	Portunidae	1	0	0	0	0
Thranita cerasma	urn:lsid:marinespecies.org:taxname:1467067	2	Thranita cerasma	https://marinespecies.org/aphia.php?p=taxdetails&id=1467067	superseded combination	Thalamita cerasma	Species	Animalia	Malacostraca	Portunidae	1	0	0	0	0
Thranita coeruleipes	urn:lsid:marinespecies.org:taxname:1467069	1	Thranita coeruleipes	https://marinespecies.org/aphia.php?p=taxdetails&id=1467069	superseded combination	Thalamita coeruleipes	Species	Animalia	Malacostraca	Portunidae	1	0	0	0	0
Thraustochytriaceae LAB17 sp.		10													
Thryssa baelama	urn:lsid:marinespecies.org:taxname:212291	3	Thryssa baelama	https://marinespecies.org/aphia.php?p=taxdetails&id=212291	accepted	Thryssa baelama	Species	Animalia	Teleostei	Engraulidae	1	1	0	0	
Thunnus	urn:lsid:marinespecies.org:taxname:126065	64	Thunnus	https://marinespecies.org/aphia.php?p=taxdetails&id=126065	accepted	Thunnus	Genus	Animalia	Teleostei	Scombridae	1	1	0	0	
Thunnus obesus	urn:lsid:marinespecies.org:taxname:127028	15	Thunnus obesus	https://marinespecies.org/aphia.php?p=taxdetails&id=127028	accepted	Thunnus obesus	Species	Animalia	Teleostei	Scombridae	1	0	0	0	
Thuridilla kathae	urn:lsid:marinespecies.org:taxname:494497	2	Thuridilla kathae	https://marinespecies.org/aphia.php?p=taxdetails&id=494497	accepted	Thuridilla kathae	Species	Animalia	Gastropoda	Plakobranchidae	1	0	0	0	
Thylacodes variabilis	urn:lsid:marinespecies.org:taxname:709511	1	Thylacodes variabilis	https://marinespecies.org/aphia.php?p=taxdetails&id=709511	accepted	Thylacodes variabilis	Species	Animalia	Gastropoda	Vermetidae	1	0	0	0	
Thyroscyphus ramosus	urn:lsid:marinespecies.org:taxname:287753	69	Thyroscyphus ramosus	https://marinespecies.org/aphia.php?p=taxdetails&id=287753	accepted	Thyroscyphus ramosus	Species	Animalia	Hydrozoa	Thyroscyphidae	1	0	0	0	0
Tiarina sp.		2													
Tiaropsidium kelseyi	urn:lsid:marinespecies.org:taxname:285081	15	Tiaropsidium kelseyi	https://marinespecies.org/aphia.php?p=taxdetails&id=285081	accepted	Tiaropsidium kelseyi	Species	Animalia	Hydrozoa	Tiaropsidae	1		0	0	
Timarete ceciliae	urn:lsid:marinespecies.org:taxname:1581971	42	Timarete ceciliae	https://marinespecies.org/aphia.php?p=taxdetails&id=1581971	accepted	Timarete ceciliae	Species	Animalia	Polychaeta	Cirratulidae	1	0	0	0	0
Timarete punctata	urn:lsid:marinespecies.org:taxname:761959	18	Timarete punctata	https://marinespecies.org/aphia.php?p=taxdetails&id=761959	accepted	Timarete punctata	Species	Animalia	Polychaeta	Cirratulidae	1				0
Timea sp.		19													
Tintinnidae	urn:lsid:marinespecies.org:taxname:183533	70	Tintinnidae	https://marinespecies.org/aphia.php?p=taxdetails&id=183533	accepted	Tintinnidae	Family	Chromista	Oligotrichea	Tintinnidae	1	1	0	0	
Tintinnidae X sp.		44													
Tintinnopsis 05		29													
Tintinnopsis hemispiralis		22													
Tintinnopsis major	urn:lsid:marinespecies.org:taxname:427421	44	Tintinnopsis major	https://marinespecies.org/aphia.php?p=taxdetails&id=427421	accepted	Tintinnopsis major	Species	Chromista	Oligotrichea	Codonellidae	1	0	0	0	
Tintinnopsis rara	urn:lsid:marinespecies.org:taxname:232079	13	Tintinnopsis rara	https://marinespecies.org/aphia.php?p=taxdetails&id=232079	accepted	Tintinnopsis rara	Species	Chromista	Oligotrichea	Codonellidae	1		0	0	
Titanoderma prototypum	urn:lsid:marinespecies.org:taxname:374748	14	Titanoderma prototypum	https://marinespecies.org/aphia.php?p=taxdetails&id=374748	unaccepted	Lithophyllum prototypum	Species	Plantae	Florideophyceae	Lithophyllaceae	1				
Todarodes pacificus	urn:lsid:marinespecies.org:taxname:342067	1	Todarodes pacificus	https://marinespecies.org/aphia.php?p=taxdetails&id=342067	accepted	Todarodes pacificus	Species	Animalia	Cephalopoda	Ommastrephidae	1		0	0	
Tomopteris sp.		5													
Tontoniidae	urn:lsid:marinespecies.org:taxname:425511	127	Tontoniidae	https://marinespecies.org/aphia.php?p=taxdetails&id=425511	accepted	Tontoniidae	Family	Chromista	Oligotrichea	Tontoniidae	1	0	1	0	
Torodinium	urn:lsid:marinespecies.org:taxname:109479	51	Torodinium	https://marinespecies.org/aphia.php?p=taxdetails&id=109479	accepted	Torodinium	Genus	Chromista	Dinophyceae	Gymnodiniaceae	1				
